k_true,param,sampler,metric,min,q1,mean,median,q3,max,n_sim
5,Alt2,Replication,Wasserstein1,0.22956,0.24154,0.50836,0.32278,0.43279,1.31514,5.0
5,Alt2,NUTS,Wasserstein1,0.22255,0.29806,0.67452,0.4836,0.49029,1.87812,5.0
5,Alt2,HMC,Wasserstein1,0.239,0.28114,0.47933,0.28705,0.47347,1.11597,5.0
5,Alt3,bayesm,Hellinger,0.06891,0.08927,0.11842,0.11763,0.13977,0.17651,5.0
5,Alt3,Replication,Hellinger,0.058,0.08573,0.11976,0.11181,0.1527,0.19055,5.0
5,Alt3,NUTS,Hellinger,0.08971,0.10908,0.15219,0.13292,0.1847,0.24456,5.0
5,Alt3,HMC,Hellinger,0.10871,0.1098,0.15543,0.16873,0.18621,0.20369,5.0
5,Alt3,bayesm,KL,0.02646,0.04772,0.11825,0.09828,0.13419,0.28459,5.0
5,Alt3,Replication,KL,0.01751,0.04394,0.14879,0.07961,0.24685,0.35605,5.0
5,Alt3,NUTS,KL,0.04978,0.0936,0.39135,0.29171,0.62389,0.89776,5.0
5,Alt3,HMC,KL,0.07475,0.09919,0.52003,0.32297,0.44417,1.65909,5.0
5,Alt3,bayesm,JSD,0.00449,0.00742,0.01414,0.01279,0.01805,0.02795,5.0
5,Alt3,Replication,JSD,0.00321,0.00686,0.01507,0.01164,0.02129,0.03236,5.0
5,Alt3,NUTS,JSD,0.00743,0.01071,0.02282,0.01572,0.03094,0.04929,5.0
5,Alt3,HMC,JSD,0.01092,0.01124,0.02227,0.022,0.03139,0.03578,5.0
5,Alt3,bayesm,TVD,0.05252,0.06356,0.09961,0.10292,0.11737,0.16168,5.0
5,Alt3,Replication,TVD,0.04503,0.06282,0.1019,0.09629,0.13329,0.17206,5.0
5,Alt3,NUTS,TVD,0.0623,0.06265,0.11947,0.11146,0.16616,0.1948,5.0
5,Alt3,HMC,TVD,0.0775,0.09758,0.12465,0.10795,0.16749,0.17273,5.0
5,Alt3,bayesm,Wasserstein1,0.13535,0.19757,0.35263,0.25504,0.4136,0.7616,5.0
5,Alt3,Replication,Wasserstein1,0.12242,0.19828,0.36875,0.2413,0.43673,0.84502,5.0
5,Alt3,NUTS,Wasserstein1,0.25617,0.28286,0.54379,0.33021,0.52574,1.32398,5.0
5,Alt3,HMC,Wasserstein1,0.249,0.25115,0.5029,0.52824,0.57723,0.9089,5.0
5,Price,bayesm,Hellinger,0.05345,0.05431,0.08121,0.0568,0.10217,0.13933,5.0
5,Price,Replication,Hellinger,0.0557,0.05708,0.08343,0.05801,0.10616,0.14021,5.0
5,Price,NUTS,Hellinger,0.05564,0.06536,0.09729,0.07663,0.12305,0.16578,5.0
5,Price,HMC,Hellinger,0.05853,0.10105,0.12278,0.12582,0.15888,0.16964,5.0
5,Price,bayesm,KL,0.01475,0.01559,0.03789,0.01805,0.05226,0.08879,5.0
5,Price,Replication,KL,0.0141,0.01702,0.04178,0.03356,0.05757,0.08667,5.0
5,Price,NUTS,KL,0.03279,0.04072,0.07563,0.05001,0.0938,0.16084,5.0
5,Price,HMC,KL,0.03937,0.04364,0.16884,0.09388,0.16605,0.50126,5.0
5,Price,bayesm,JSD,0.00279,0.00285,0.00756,0.00317,0.01019,0.01879,5.0
5,Price,Replication,JSD,0.00301,0.00319,0.00789,0.00322,0.01097,0.01907,5.0
5,Price,NUTS,JSD,0.0029,0.00381,0.01049,0.00543,0.01415,0.02616,5.0
5,Price,HMC,JSD,0.00322,0.01002,0.01508,0.01508,0.01958,0.02751,5.0
5,Price,bayesm,TVD,0.04938,0.05801,0.08147,0.05955,0.10045,0.13997,5.0
5,Price,Replication,TVD,0.05114,0.06002,0.08314,0.06053,0.10381,0.1402,5.0
5,Price,NUTS,TVD,0.05099,0.05482,0.09111,0.07134,0.11757,0.16083,5.0
5,Price,HMC,TVD,0.05932,0.08876,0.10699,0.09771,0.12693,0.16223,5.0
5,Price,bayesm,Wasserstein1,0.17202,0.20023,0.3114,0.2086,0.37326,0.60288,5.0
5,Price,Replication,Wasserstein1,0.17535,0.19778,0.31517,0.2103,0.37462,0.61778,5.0
5,Price,NUTS,Wasserstein1,0.17354,0.18333,0.33265,0.23846,0.41452,0.65342,5.0
5,Price,HMC,Wasserstein1,0.18192,0.18373,0.36501,0.3949,0.42625,0.63824,5.0
